claim_id,claim_date,sale_id,repair_status
CL-29362,18/02/2023,OID-379730,Paid Repaired
CL-29363,11/01/2023,OID-379852,Paid Repaired
CL-29364,30/08/2022,OID-379894,Warranty Void
CL-29365,03/01/2023,OID-380397,Paid Repaired
CL-29366,03/10/2022,OID-380671,Paid Repaired
CL-29368,10/04/2022,OID-380867,Warranty Void
CL-29370,01/05/2022,OID-527829,Warranty Void
CL-29374,24/10/2022,OID-364945,Free Replaced
CL-29375,24/10/2022,OID-365202,Free Replaced
CL-29376,24/10/2022,OID-365288,Free Replaced
CL-29377,24/10/2022,OID-365372,Free Replaced
CL-29378,24/10/2022,OID-365382,Free Replaced
CL-29394,24/10/2022,OID-376502,Free Replaced
CL-29395,24/10/2022,OID-376672,Free Replaced
CL-29405,02/03/2023,OID-379377,Paid Repaired
CL-29406,11/08/2022,OID-379940,Warranty Void
CL-29407,02/09/2022,OID-380277,Warranty Void
CL-29408,18/12/2022,OID-380425,Paid Repaired
CL-29409,28/10/2022,OID-380808,Paid Repaired
CL-29410,24/09/2022,OID-528000,Paid Repaired
CL-29413,25/10/2022,OID-365034,Free Replaced
CL-29414,25/10/2022,OID-365054,Free Replaced
CL-29415,25/10/2022,OID-365203,Free Replaced
CL-29428,25/10/2022,OID-376362,Free Replaced
CL-29429,25/10/2022,OID-376403,Free Replaced
CL-29440,22/12/2022,OID-379965,Paid Repaired
CL-29441,10/12/2022,OID-379986,Paid Repaired
CL-29442,18/08/2022,OID-380246,Warranty Void
CL-29443,22/05/2022,OID-380336,Warranty Void
CL-29444,10/11/2022,OID-380478,Paid Repaired
CL-29446,14/03/2022,OID-380887,Warranty Void
CL-29448,13/06/2022,OID-381212,Warranty Void
CL-29451,10/02/2022,OID-527977,Warranty Void
CL-29454,26/10/2022,OID-364882,Free Replaced
CL-29455,26/10/2022,OID-364904,Free Replaced
CL-29457,26/10/2022,OID-365303,Free Replaced
CL-29458,26/10/2022,OID-365317,Free Replaced
CL-29464,26/10/2022,OID-376608,Free Replaced
CL-29466,26/10/2022,OID-376638,Free Replaced
CL-29478,02/12/2022,OID-379644,Warranty Void
CL-29479,21/11/2022,OID-379886,Paid Repaired
CL-29480,09/07/2022,OID-379987,Warranty Void
CL-29481,01/10/2022,OID-380295,Warranty Void
CL-29482,12/09/2022,OID-381252,Paid Repaired
CL-29483,16/08/2022,OID-527998,Paid Repaired
CL-29487,27/10/2022,OID-364915,Free Replaced
CL-29488,27/10/2022,OID-365140,Free Replaced
CL-29489,27/10/2022,OID-365145,Free Replaced
CL-29490,27/10/2022,OID-365258,Free Replaced
CL-29497,27/10/2022,OID-376234,Free Replaced
CL-29507,03/01/2023,OID-379792,Paid Repaired
CL-29508,22/07/2022,OID-380265,Warranty Void
CL-29509,08/05/2022,OID-380528,Warranty Void
CL-29511,27/06/2022,OID-380756,Warranty Void
CL-29513,14/05/2022,OID-528039,Warranty Void
CL-29517,28/10/2022,OID-364929,Free Replaced
CL-29518,28/10/2022,OID-364964,Free Replaced
CL-29521,28/10/2022,OID-365335,Free Replaced
CL-29529,28/10/2022,OID-376243,Free Replaced
CL-29530,28/10/2022,OID-376265,Free Replaced
CL-29542,31/08/2022,OID-379537,Warranty Void
CL-29543,07/07/2022,OID-380646,Warranty Void
CL-29548,29/10/2022,OID-364965,Free Replaced
CL-29549,29/10/2022,OID-365004,Free Replaced
CL-29550,29/10/2022,OID-365132,Free Replaced
CL-29551,29/10/2022,OID-365219,Free Replaced
CL-29552,29/10/2022,OID-365247,Free Replaced
CL-29553,29/10/2022,OID-365275,Free Replaced
CL-29554,29/10/2022,OID-365407,Free Replaced
CL-29561,29/10/2022,OID-376284,Free Replaced
CL-29562,29/10/2022,OID-376604,Free Replaced
CL-29563,29/10/2022,OID-376633,Free Replaced
CL-29575,12/10/2022,OID-379593,Warranty Void
CL-29576,20/10/2022,OID-379607,Warranty Void
CL-29577,04/11/2022,OID-380074,Paid Repaired
CL-29578,08/08/2022,OID-380077,Warranty Void
CL-29579,19/08/2022,OID-380356,Warranty Void
CL-29580,13/09/2022,OID-380472,Warranty Void
CL-29581,24/04/2022,OID-380787,Warranty Void
CL-29582,04/10/2022,OID-380969,Paid Repaired
CL-29583,23/06/2022,OID-381040,Warranty Void
CL-29584,14/10/2022,OID-381077,Paid Repaired
CL-29585,30/10/2022,OID-365329,Free Replaced
CL-29596,30/10/2022,OID-376342,Free Replaced
CL-29606,20/12/2022,OID-379496,Paid Repaired
CL-29607,30/09/2022,OID-379515,Warranty Void
CL-29608,21/07/2022,OID-379787,Warranty Void
CL-29609,13/01/2023,OID-379848,Paid Repaired
CL-29610,17/12/2022,OID-379864,Paid Repaired
CL-29611,21/12/2022,OID-379923,Paid Repaired
CL-29612,01/01/2023,OID-380083,Paid Repaired
CL-29613,31/03/2022,OID-380764,Warranty Void
CL-29616,26/09/2022,OID-483154,Warranty Void
CL-29620,31/10/2022,OID-364994,Free Replaced
CL-29621,31/10/2022,OID-365064,Free Replaced
CL-29623,31/10/2022,OID-365199,Free Replaced
CL-29627,31/10/2022,OID-376276,Free Replaced
CL-29628,31/10/2022,OID-376348,Free Replaced
CL-29630,31/10/2022,OID-376545,Free Replaced
CL-29638,14/08/2022,OID-379356,Warranty Void
CL-29639,16/07/2022,OID-379407,Warranty Void
CL-29640,07/02/2023,OID-379454,Paid Repaired
CL-29641,16/11/2022,OID-379511,Warranty Void
CL-29642,13/11/2022,OID-379545,Warranty Void
CL-29643,01/10/2022,OID-379707,Warranty Void
CL-29644,03/12/2022,OID-379828,Paid Repaired
CL-29645,15/06/2022,OID-379882,Warranty Void
CL-29646,10/12/2022,OID-380269,Paid Repaired
CL-29647,10/11/2022,OID-380376,Paid Repaired
CL-29648,14/04/2022,OID-380399,Warranty Void
CL-29649,12/11/2022,OID-380586,Paid Repaired
CL-29650,07/04/2022,OID-380921,Warranty Void
CL-29651,26/06/2022,OID-381141,Warranty Void
CL-29653,01/11/2022,OID-365237,Free Replaced
CL-29677,23/10/2022,OID-379373,Warranty Void
CL-29678,22/09/2022,OID-379412,Warranty Void
CL-29679,12/08/2022,OID-379503,Warranty Void
CL-29680,02/12/2022,OID-379532,Warranty Void
CL-29681,10/10/2022,OID-379765,Warranty Void
CL-29682,24/07/2022,OID-380306,Warranty Void
CL-29683,05/09/2022,OID-380352,Warranty Void
CL-29684,22/04/2022,OID-380483,Warranty Void
CL-29685,28/06/2022,OID-380802,Warranty Void
CL-29686,27/07/2022,OID-380898,Warranty Void
CL-29687,14/07/2022,OID-381072,Warranty Void
CL-29691,02/11/2022,OID-365024,Free Replaced
CL-29692,02/11/2022,OID-365083,Free Replaced
CL-29693,02/11/2022,OID-365187,Free Replaced
CL-29694,02/11/2022,OID-365249,Free Replaced
CL-29705,02/11/2022,OID-376177,Free Replaced
CL-29706,02/11/2022,OID-376179,Free Replaced
CL-29707,02/11/2022,OID-376214,Free Replaced
CL-29710,12/06/2022,OID-379565,Warranty Void
CL-29711,11/08/2022,OID-379633,Warranty Void
CL-29712,01/09/2022,OID-379773,Warranty Void
CL-29713,13/07/2022,OID-380003,Warranty Void
CL-29714,28/06/2022,OID-380196,Warranty Void
CL-29715,28/06/2022,OID-380254,Warranty Void
CL-29716,09/06/2022,OID-380400,Warranty Void
CL-29717,11/03/2022,OID-380952,Warranty Void
CL-29721,03/11/2022,OID-365032,Free Replaced
CL-29723,03/11/2022,OID-365278,Free Replaced
CL-29732,03/11/2022,OID-376148,Free Replaced
CL-29733,03/11/2022,OID-376392,Free Replaced
CL-29734,03/11/2022,OID-376393,Free Replaced
CL-29735,03/11/2022,OID-376438,Free Replaced
CL-29736,03/11/2022,OID-376495,Free Replaced
CL-29737,03/11/2022,OID-376558,Free Replaced
CL-29745,22/12/2022,OID-379502,Paid Repaired
CL-29746,01/01/2023,OID-379612,Paid Repaired
CL-29747,10/02/2023,OID-379649,Paid Repaired
CL-29748,27/11/2022,OID-379779,Paid Repaired
CL-29749,25/06/2022,OID-380179,Warranty Void
CL-29750,22/08/2022,OID-380291,Warranty Void
CL-29751,15/06/2022,OID-380604,Warranty Void
CL-29752,02/07/2022,OID-380694,Warranty Void
CL-29754,18/04/2022,OID-380900,Warranty Void
CL-29756,04/11/2022,OID-364887,Free Replaced
CL-29757,04/11/2022,OID-365225,Free Replaced
CL-29758,04/11/2022,OID-365336,Free Replaced
CL-29765,04/11/2022,OID-376199,Free Replaced
CL-29766,04/11/2022,OID-376453,Free Replaced
CL-29767,04/11/2022,OID-376461,Free Replaced
CL-29768,04/11/2022,OID-376543,Free Replaced
CL-29769,04/11/2022,OID-376721,Free Replaced
CL-29780,23/07/2022,OID-379360,Warranty Void
CL-29781,23/12/2022,OID-380216,Paid Repaired
CL-29782,25/10/2022,OID-380440,Paid Repaired
CL-29783,25/10/2022,OID-380521,Paid Repaired
CL-29784,14/06/2022,OID-380582,Warranty Void
CL-29785,04/11/2022,OID-380886,Paid Repaired
CL-29793,05/11/2022,OID-376166,Free Replaced
CL-29794,05/11/2022,OID-376376,Free Replaced
CL-29795,05/11/2022,OID-376414,Free Replaced
CL-29796,05/11/2022,OID-376454,Free Replaced
CL-29808,08/11/2022,OID-379500,Warranty Void
CL-29809,23/01/2023,OID-379569,Paid Repaired
CL-29810,30/11/2022,OID-379608,Warranty Void
CL-29811,03/01/2023,OID-379931,Paid Repaired
CL-29812,17/05/2022,OID-380477,Warranty Void
CL-29813,06/06/2022,OID-380854,Warranty Void
CL-29814,10/08/2022,OID-381101,Warranty Void
CL-29817,06/11/2022,OID-364846,Free Replaced
CL-29818,06/11/2022,OID-364916,Free Replaced
CL-29819,06/11/2022,OID-365085,Free Replaced
CL-29821,06/11/2022,OID-365186,Free Replaced
CL-29840,10/06/2022,OID-379768,Warranty Void
CL-29841,30/09/2022,OID-379839,Warranty Void
CL-29842,02/07/2022,OID-379841,Warranty Void
CL-29843,16/01/2023,OID-379878,Paid Repaired
CL-29844,17/09/2022,OID-380553,Warranty Void
CL-29846,31/07/2022,OID-380864,Warranty Void
CL-29848,28/10/2022,OID-381079,Paid Repaired
CL-29851,07/11/2022,OID-365174,Free Replaced
CL-29862,07/11/2022,OID-376143,Free Replaced
CL-29863,07/11/2022,OID-376251,Free Replaced
CL-29864,07/11/2022,OID-376383,Free Replaced
CL-29878,08/08/2022,OID-379774,Warranty Void
CL-29879,30/07/2022,OID-380120,Warranty Void
CL-29880,18/12/2022,OID-380505,Paid Repaired
CL-29881,08/11/2022,OID-364793,Free Replaced
CL-29882,08/11/2022,OID-364876,Free Replaced
CL-29883,08/11/2022,OID-365268,Free Replaced
CL-29891,08/11/2022,OID-376246,Free Replaced
CL-29892,08/11/2022,OID-376501,Free Replaced
CL-29893,08/11/2022,OID-376584,Free Replaced
CL-29894,08/11/2022,OID-376607,Free Replaced
CL-29905,07/10/2022,OID-379437,Warranty Void
CL-29906,04/02/2023,OID-379682,Paid Repaired
CL-29907,18/11/2022,OID-380259,Paid Repaired
CL-29908,25/09/2022,OID-380479,Warranty Void
CL-29909,10/11/2022,OID-380944,Paid Repaired
CL-29913,09/11/2022,OID-364743,Free Replaced
CL-29914,09/11/2022,OID-365020,Free Replaced
CL-29915,09/11/2022,OID-365088,Free Replaced
CL-29920,09/11/2022,OID-376069,Free Replaced
CL-29921,09/11/2022,OID-376099,Free Replaced
CL-29932,19/03/2023,OID-379330,Paid Repaired
CL-29933,25/01/2023,OID-379614,Paid Repaired
CL-29934,07/11/2022,OID-379635,Warranty Void
CL-29935,25/09/2022,OID-379654,Warranty Void
CL-29936,07/06/2022,OID-379989,Warranty Void
CL-29937,16/09/2022,OID-380726,Warranty Void
CL-29938,25/08/2022,OID-380797,Warranty Void
CL-29939,23/05/2022,OID-380902,Warranty Void
CL-29942,10/11/2022,OID-364744,Free Replaced
CL-29943,10/11/2022,OID-364985,Free Replaced
CL-29944,10/11/2022,OID-365055,Free Replaced
CL-29953,10/11/2022,OID-376228,Free Replaced
CL-29954,10/11/2022,OID-376511,Free Replaced
CL-29955,10/11/2022,OID-376576,Free Replaced
CL-29966,23/06/2022,OID-379514,Warranty Void
CL-29967,24/12/2022,OID-379741,Paid Repaired
CL-29968,05/08/2022,OID-379888,Warranty Void
CL-29969,14/12/2022,OID-380189,Paid Repaired
CL-29970,13/10/2022,OID-380264,Warranty Void
CL-29971,19/11/2022,OID-380283,Paid Repaired
CL-29972,15/03/2022,OID-380920,Warranty Void
CL-29973,24/05/2022,OID-381011,Warranty Void
CL-29974,11/11/2022,OID-364970,Free Replaced
CL-29976,11/11/2022,OID-365196,Free Replaced
CL-29977,11/11/2022,OID-365260,Free Replaced
CL-29978,11/11/2022,OID-365319,Free Replaced
CL-29985,11/11/2022,OID-376110,Free Replaced
CL-29990,20/08/2022,OID-379331,Warranty Void
CL-29991,26/12/2022,OID-379401,Paid Repaired
CL-29992,18/11/2022,OID-379516,Warranty Void
CL-29993,02/01/2023,OID-379624,Paid Repaired
CL-29994,31/01/2023,OID-379844,Paid Repaired
CL-29995,20/06/2022,OID-380569,Warranty Void
CL-29996,04/11/2022,OID-380734,Paid Repaired
CL-29997,12/11/2022,OID-364719,Free Replaced
CL-29998,12/11/2022,OID-364809,Free Replaced
CL-29999,12/11/2022,OID-364874,Free Replaced
CL-30000,12/11/2022,OID-364927,Free Replaced
CL-30001,12/11/2022,OID-364956,Free Replaced
CL-30004,12/11/2022,OID-365330,Free Replaced
CL-30012,12/11/2022,OID-376102,Free Replaced
CL-30013,12/11/2022,OID-376191,Free Replaced
CL-30014,12/11/2022,OID-376300,Free Replaced
CL-30015,12/11/2022,OID-376320,Free Replaced
CL-30016,12/11/2022,OID-376537,Free Replaced
CL-30018,12/11/2022,OID-376572,Free Replaced
CL-30035,17/05/2022,OID-379860,Warranty Void
CL-30036,21/07/2022,OID-379939,Warranty Void
CL-30037,17/10/2022,OID-380339,Paid Repaired
CL-30038,21/05/2022,OID-380408,Warranty Void
CL-30039,07/11/2022,OID-380414,Paid Repaired
CL-30040,20/12/2022,OID-380565,Paid Repaired
CL-30041,27/09/2022,OID-380819,Paid Repaired
CL-30043,11/04/2022,OID-381035,Warranty Void
CL-30045,13/11/2022,OID-364918,Free Replaced
CL-30046,13/11/2022,OID-365068,Free Replaced
CL-30056,13/11/2022,OID-376189,Free Replaced
CL-30057,13/11/2022,OID-376275,Free Replaced
CL-30058,13/11/2022,OID-376334,Free Replaced
CL-30059,13/11/2022,OID-376360,Free Replaced
CL-30060,13/11/2022,OID-376640,Free Replaced
CL-30071,24/02/2023,OID-379409,Paid Repaired
CL-30072,27/11/2022,OID-379737,Warranty Void
CL-30073,17/07/2022,OID-379811,Warranty Void
CL-30074,03/05/2022,OID-380149,Warranty Void
CL-30075,18/09/2022,OID-380220,Warranty Void
CL-30076,25/11/2022,OID-380706,Paid Repaired
CL-30078,14/11/2022,OID-364714,Free Replaced
CL-30079,14/11/2022,OID-364779,Free Replaced
CL-30080,14/11/2022,OID-364898,Free Replaced
CL-30092,14/11/2022,OID-376118,Free Replaced
CL-30093,14/11/2022,OID-376154,Free Replaced
CL-30094,14/11/2022,OID-376268,Free Replaced
CL-30095,14/11/2022,OID-376345,Free Replaced
CL-30097,14/11/2022,OID-376491,Free Replaced
CL-30107,15/06/2022,OID-379559,Warranty Void
CL-30108,08/02/2023,OID-379688,Paid Repaired
CL-30109,21/11/2022,OID-379715,Warranty Void
CL-30110,24/06/2022,OID-380345,Warranty Void
CL-30111,09/10/2022,OID-380364,Warranty Void
CL-30112,04/07/2022,OID-380777,Warranty Void
CL-30113,15/11/2022,OID-364750,Free Replaced
CL-30114,15/11/2022,OID-364807,Free Replaced
CL-30115,15/11/2022,OID-364902,Free Replaced
CL-30116,15/11/2022,OID-365301,Free Replaced
CL-30123,15/11/2022,OID-376074,Free Replaced
CL-30124,15/11/2022,OID-376116,Free Replaced
CL-30125,15/11/2022,OID-376150,Free Replaced
CL-30126,15/11/2022,OID-376292,Free Replaced
CL-30127,15/11/2022,OID-376547,Free Replaced
CL-30136,07/03/2023,OID-379439,Paid Repaired
CL-30137,26/11/2022,OID-380316,Paid Repaired
CL-30138,21/09/2022,OID-380409,Warranty Void
CL-30139,10/07/2022,OID-380798,Warranty Void
CL-30140,04/11/2022,OID-380844,Paid Repaired
CL-30141,20/09/2022,OID-380857,Paid Repaired
CL-30142,16/11/2022,OID-364823,Free Replaced
CL-30143,16/11/2022,OID-365133,Free Replaced
CL-30144,16/11/2022,OID-365160,Free Replaced
CL-30145,16/11/2022,OID-365177,Free Replaced
CL-30146,16/11/2022,OID-365205,Free Replaced
CL-30153,16/11/2022,OID-376133,Free Replaced
CL-30154,16/11/2022,OID-376231,Free Replaced
CL-30155,16/11/2022,OID-376303,Free Replaced
CL-30156,16/11/2022,OID-376630,Free Replaced
CL-30170,04/06/2022,OID-379767,Warranty Void
CL-30171,08/10/2022,OID-380038,Warranty Void
CL-30172,24/11/2022,OID-380340,Paid Repaired
CL-30174,13/09/2022,OID-380918,Paid Repaired
CL-30176,17/11/2022,OID-364797,Free Replaced
CL-30177,17/11/2022,OID-364860,Free Replaced
CL-30178,17/11/2022,OID-364881,Free Replaced
CL-30179,17/11/2022,OID-365047,Free Replaced
CL-30180,17/11/2022,OID-365395,Free Replaced
CL-30187,17/11/2022,OID-376064,Free Replaced
CL-30188,17/11/2022,OID-376212,Free Replaced
CL-30189,17/11/2022,OID-376653,Free Replaced
CL-30190,17/11/2022,OID-376654,Free Replaced
CL-30201,16/12/2022,OID-379602,Paid Repaired
CL-30202,23/12/2022,OID-379868,Paid Repaired
CL-30203,08/06/2022,OID-380396,Warranty Void
CL-30204,02/10/2022,OID-380640,Paid Repaired
CL-30207,28/08/2022,OID-380983,Paid Repaired
CL-30208,18/11/2022,OID-364678,Free Replaced
CL-30209,18/11/2022,OID-364699,Free Replaced
CL-30210,18/11/2022,OID-364808,Free Replaced
CL-30211,18/11/2022,OID-364812,Free Replaced
CL-30218,18/11/2022,OID-376097,Free Replaced
CL-30219,18/11/2022,OID-376222,Free Replaced
CL-30220,18/11/2022,OID-376279,Free Replaced
CL-30222,18/11/2022,OID-376581,Free Replaced
CL-30223,18/11/2022,OID-376601,Free Replaced
CL-30235,16/09/2022,OID-380141,Warranty Void
CL-30236,16/05/2022,OID-380323,Warranty Void
CL-30237,20/06/2022,OID-380620,Warranty Void
CL-30238,19/11/2022,OID-364717,Free Replaced
CL-30239,19/11/2022,OID-364798,Free Replaced
CL-30240,19/11/2022,OID-364826,Free Replaced
CL-30241,19/11/2022,OID-364913,Free Replaced
CL-30242,19/11/2022,OID-365053,Free Replaced
CL-30243,19/11/2022,OID-365121,Free Replaced
CL-30250,19/11/2022,OID-376032,Free Replaced
CL-30251,19/11/2022,OID-376155,Free Replaced
CL-30252,19/11/2022,OID-376161,Free Replaced
CL-30253,19/11/2022,OID-376218,Free Replaced
CL-30254,19/11/2022,OID-376267,Free Replaced
CL-30255,19/11/2022,OID-376272,Free Replaced
CL-30256,19/11/2022,OID-376273,Free Replaced
CL-30257,19/11/2022,OID-376298,Free Replaced
CL-30259,19/11/2022,OID-376599,Free Replaced
CL-30261,19/11/2022,OID-376678,Free Replaced
CL-30272,05/09/2022,OID-379327,Warranty Void
CL-30273,29/07/2022,OID-379638,Warranty Void
CL-30274,23/06/2022,OID-379958,Warranty Void
CL-30275,28/08/2022,OID-380286,Warranty Void
CL-30276,05/11/2022,OID-380367,Paid Repaired
CL-30277,20/11/2022,OID-364920,Free Replaced
CL-30278,20/11/2022,OID-364948,Free Replaced
CL-30279,20/11/2022,OID-365100,Free Replaced
CL-30294,20/11/2022,OID-376521,Free Replaced
CL-30296,20/11/2022,OID-376603,Free Replaced
CL-30300,19/10/2022,OID-379907,Warranty Void
CL-30301,21/09/2022,OID-379930,Warranty Void
CL-30302,16/11/2022,OID-380049,Paid Repaired
CL-30304,21/11/2022,OID-364656,Free Replaced
CL-30305,21/11/2022,OID-364741,Free Replaced
CL-30306,21/11/2022,OID-364766,Free Replaced
CL-30307,21/11/2022,OID-365201,Free Replaced
CL-30310,21/11/2022,OID-365394,Free Replaced
CL-30326,24/12/2022,OID-379403,Paid Repaired
CL-30327,29/09/2022,OID-379685,Warranty Void
CL-30328,06/07/2022,OID-379832,Warranty Void
CL-30329,18/01/2023,OID-379845,Paid Repaired
CL-30330,05/01/2023,OID-379913,Paid Repaired
CL-30331,19/11/2022,OID-380115,Paid Repaired
CL-30332,23/08/2022,OID-380436,Warranty Void
CL-30334,22/11/2022,OID-364646,Free Replaced
CL-30335,22/11/2022,OID-364756,Free Replaced
CL-30336,22/11/2022,OID-364925,Free Replaced
CL-30344,22/11/2022,OID-376224,Free Replaced
CL-30345,22/11/2022,OID-376713,Free Replaced
CL-30352,18/11/2022,OID-379372,Warranty Void
CL-30353,05/09/2022,OID-379660,Warranty Void
CL-30354,01/10/2022,OID-380007,Warranty Void
CL-30355,22/05/2022,OID-380096,Warranty Void
CL-30356,07/05/2022,OID-380198,Warranty Void
CL-30357,09/06/2022,OID-380206,Warranty Void
CL-30358,05/01/2023,OID-380280,Paid Repaired
CL-30359,12/06/2022,OID-380438,Warranty Void
CL-30360,03/11/2022,OID-380587,Paid Repaired
CL-30361,12/06/2022,OID-380712,Warranty Void
CL-30362,29/08/2022,OID-380761,Warranty Void
CL-30363,23/11/2022,OID-364704,Free Replaced
CL-30364,23/11/2022,OID-365045,Free Replaced
CL-30366,23/11/2022,OID-365294,Free Replaced
CL-30368,23/11/2022,OID-375995,Free Replaced
CL-30369,23/11/2022,OID-376013,Free Replaced
CL-30370,23/11/2022,OID-376078,Free Replaced
CL-30371,23/11/2022,OID-376080,Free Replaced
CL-30372,23/11/2022,OID-376095,Free Replaced
CL-30379,31/01/2023,OID-379323,Paid Repaired
CL-30380,08/08/2022,OID-379357,Warranty Void
CL-30381,22/08/2022,OID-379551,Warranty Void
CL-30382,11/09/2022,OID-379700,Warranty Void
CL-30383,02/11/2022,OID-379823,Warranty Void
CL-30384,06/06/2022,OID-380574,Warranty Void
CL-30385,06/09/2022,OID-380589,Warranty Void
CL-30386,24/11/2022,OID-364680,Free Replaced
CL-30387,24/11/2022,OID-364729,Free Replaced
CL-30388,24/11/2022,OID-364955,Free Replaced
CL-30389,24/11/2022,OID-365001,Free Replaced
CL-30391,24/11/2022,OID-365163,Free Replaced
CL-30392,24/11/2022,OID-365234,Free Replaced
CL-30393,24/11/2022,OID-365273,Free Replaced
CL-30403,24/11/2022,OID-376129,Free Replaced
CL-30404,24/11/2022,OID-376164,Free Replaced
CL-30405,24/11/2022,OID-376250,Free Replaced
CL-30406,24/11/2022,OID-376331,Free Replaced
CL-30407,24/11/2022,OID-376442,Free Replaced
CL-30417,17/02/2023,OID-379374,Paid Repaired
CL-30418,11/02/2023,OID-379398,Paid Repaired
CL-30419,19/01/2023,OID-379493,Paid Repaired
CL-30420,13/01/2023,OID-379898,Paid Repaired
CL-30421,10/09/2022,OID-379944,Warranty Void
CL-30422,15/12/2022,OID-380035,Paid Repaired
CL-30423,16/12/2022,OID-380261,Paid Repaired
CL-30424,20/09/2022,OID-380380,Warranty Void
CL-30425,29/04/2022,OID-380388,Warranty Void
CL-30426,12/10/2022,OID-380570,Paid Repaired
CL-30427,22/08/2022,OID-380790,Warranty Void
CL-30428,25/11/2022,OID-364805,Free Replaced
CL-30434,25/11/2022,OID-375973,Free Replaced
CL-30435,25/11/2022,OID-376026,Free Replaced
CL-30436,25/11/2022,OID-376067,Free Replaced
CL-30437,25/11/2022,OID-376327,Free Replaced
CL-30438,25/11/2022,OID-376473,Free Replaced
CL-30439,25/11/2022,OID-376530,Free Replaced
CL-30440,25/11/2022,OID-376690,Free Replaced
CL-30453,04/11/2022,OID-379803,Warranty Void
CL-30454,05/11/2022,OID-379873,Warranty Void
CL-30455,10/10/2022,OID-379980,Warranty Void
CL-30456,10/11/2022,OID-380022,Paid Repaired
CL-30457,26/11/2022,OID-364740,Free Replaced
CL-30458,26/11/2022,OID-364919,Free Replaced
CL-30459,26/11/2022,OID-365173,Free Replaced
CL-30463,26/11/2022,OID-376394,Free Replaced
CL-30465,26/11/2022,OID-376611,Free Replaced
CL-30475,06/02/2023,OID-379452,Paid Repaired
CL-30476,19/01/2023,OID-380144,Paid Repaired
CL-30477,19/06/2022,OID-380643,Warranty Void
CL-30478,27/11/2022,OID-364642,Free Replaced
CL-30479,27/11/2022,OID-364786,Free Replaced
CL-30480,27/11/2022,OID-364968,Free Replaced
CL-30481,27/11/2022,OID-364984,Free Replaced
CL-30482,27/11/2022,OID-365067,Free Replaced
CL-30483,27/11/2022,OID-365117,Free Replaced
CL-30485,27/11/2022,OID-365405,Free Replaced
CL-30488,27/11/2022,OID-376319,Free Replaced
CL-30489,27/11/2022,OID-376597,Free Replaced
CL-30493,09/05/2022,OID-380240,Warranty Void
CL-30494,15/07/2022,OID-380561,Warranty Void
CL-30496,12/06/2022,OID-380843,Warranty Void
CL-30498,28/11/2022,OID-364661,Free Replaced
CL-30499,28/11/2022,OID-364702,Free Replaced
CL-30507,28/11/2022,OID-375953,Free Replaced
CL-30508,28/11/2022,OID-375991,Free Replaced
CL-30509,28/11/2022,OID-376215,Free Replaced
CL-30510,28/11/2022,OID-376350,Free Replaced
CL-30512,28/11/2022,OID-376692,Free Replaced
CL-30521,20/09/2022,OID-379335,Warranty Void
CL-30522,08/10/2022,OID-379508,Warranty Void
CL-30523,29/10/2022,OID-380125,Paid Repaired
CL-30525,04/11/2022,OID-380833,Paid Repaired
CL-30532,29/11/2022,OID-375916,Free Replaced
CL-30533,29/11/2022,OID-376159,Free Replaced
CL-30534,29/11/2022,OID-376310,Free Replaced
CL-30535,29/11/2022,OID-376496,Free Replaced
CL-30541,20/12/2022,OID-379560,Paid Repaired
CL-30542,17/07/2022,OID-379671,Warranty Void
CL-30543,15/10/2022,OID-379716,Warranty Void
CL-30544,27/12/2022,OID-380157,Paid Repaired
CL-30546,01/11/2022,OID-380888,Paid Repaired
CL-30547,30/11/2022,OID-364833,Free Replaced
CL-30548,30/11/2022,OID-364866,Free Replaced
CL-30549,30/11/2022,OID-364870,Free Replaced
CL-30550,30/11/2022,OID-364961,Free Replaced
CL-30551,30/11/2022,OID-365033,Free Replaced
CL-30553,30/11/2022,OID-365211,Free Replaced
CL-30562,30/11/2022,OID-376101,Free Replaced
CL-30563,30/11/2022,OID-376205,Free Replaced
CL-30564,30/11/2022,OID-376500,Free Replaced
CL-30565,30/11/2022,OID-376571,Free Replaced
CL-30574,14/11/2022,OID-379472,Warranty Void
CL-30575,04/11/2022,OID-379831,Warranty Void
CL-30576,24/11/2022,OID-379951,Paid Repaired
CL-30580,01/12/2022,OID-364549,Free Replaced
CL-30581,01/12/2022,OID-364698,Free Replaced
CL-30582,01/12/2022,OID-364914,Free Replaced
CL-30584,01/12/2022,OID-365115,Free Replaced
CL-30591,01/12/2022,OID-375924,Free Replaced
CL-30592,01/12/2022,OID-375938,Free Replaced
CL-30593,01/12/2022,OID-376349,Free Replaced
CL-30594,01/12/2022,OID-376432,Free Replaced
CL-30595,01/12/2022,OID-376536,Free Replaced
CL-30597,01/12/2022,OID-376609,Free Replaced
CL-30606,07/05/2022,OID-380205,Warranty Void
CL-30607,27/07/2022,OID-380207,Warranty Void
CL-30608,02/12/2022,OID-364596,Free Replaced
CL-30609,02/12/2022,OID-364615,Free Replaced
CL-30610,02/12/2022,OID-364726,Free Replaced
CL-30611,02/12/2022,OID-365044,Free Replaced
CL-30615,02/12/2022,OID-376261,Free Replaced
CL-30616,02/12/2022,OID-376307,Free Replaced
CL-30624,21/10/2022,OID-379859,Warranty Void
CL-30625,01/08/2022,OID-379959,Warranty Void
CL-30626,06/01/2023,OID-380054,Paid Repaired
CL-30627,16/08/2022,OID-380186,Warranty Void
